State,District,Latitude,Longitude,District code,Population,Households,Households_with_Internet,LPG_or_PNG_Households,Households_with_Car_Jeep_Van,Households_with_Scooter_Motorcycle_Moped,Ownership_Owned_Households,Ownership_Rented_Households,sex_ratio
Maharashtra,Gondiya,21.225008411214997,80.17522698598128,507,1322507,386515,2866,38044,5074,49085,266154,17945,100.0
Maharashtra,Hingoli,19.59525302245251,77.09239412780653,512,1177345,284369,1221,27700,3833,29815,209663,13034,94.0
Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,499,4229917,1169788,14297,350029,19560,170551,724904,125375,92.0
Maharashtra,Jalna,19.984612534818933,75.98473607242339,514,1959046,502830,3791,60219,8400,75655,348751,29927,94.0
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,530,3876001,1179314,22269,340318,49081,283565,699588,106291,96.0
Maharashtra,Latur,18.348687268993856,76.75812607802874,524,2454196,585632,6217,96018,13150,81052,421140,44074,93.0
Maharashtra,Nagpur,21.196556862745105,79.02166176470584,505,4653570,1308366,57964,599780,71592,426007,770480,187414,95.0
Maharashtra,Nanded,19.209316983017,77.6829048951049,511,3361292,821682,7548,116284,12341,83106,579750,61234,94.0
Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,497,1648295,405012,2579,54335,6135,39350,292483,21845,98.0
Maharashtra,Nashik,20.266912871287143,74.03824168316828,516,6107187,1668932,45039,536781,79590,396040,934281,196514,93.0
Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,525,1657576,444990,3209,49180,7974,51577,316237,22964,92.0
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,513,1836086,427239,3982,59272,6973,50197,325984,25840,95.0
Maharashtra,Pune,18.51696171428573,74.12922881632647,521,9429408,3222457,235018,1410448,273326,1013058,1382496,612584,91.0
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,528,1615069,639362,7752,100860,15191,61559,346267,37274,112.0
Maharashtra,Sangli,17.154930181086502,74.70713822937628,531,2822143,853673,13212,227034,29515,190760,498771,67342,97.0
Maharashtra,Satara,17.6737908974359,74.18052064102558,527,3003741,975471,14093,271186,36046,195582,550485,67211,99.0
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,529,849651,340836,3517,42540,9264,37159,181960,17110,104.0
Maharashtra,Solapur,17.837357937584812,75.42394823609216,526,4317756,1156231,15145,248255,28219,229240,723697,97376,94.0
Maharashtra,Thane,19.698767747440264,72.79882742564581,517,11060148,3618151,256170,1610460,172210,499186,1758319,632143,89.0
Maharashtra,Wardha,20.80743024390242,78.57259105691062,504,1300774,388704,4313,114029,6970,70849,263170,28598,95.0
Maharashtra,Washim,20.282282394366213,77.25502394366208,502,1197160,330846,1875,36840,3623,37729,240347,10854,93.0
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,510,2772348,798132,6094,134500,12132,99346,575266,39344,95.0
Manipur,Bishnupur,24.50712111801243,93.8246236024845,275,237399,56149,676,11393,2009,5782,43516,784,100.0
Manipur,Chandel,24.2635812987013,94.09443844155844,280,144182,34160,184,1424,908,3263,27448,1411,93.0
Manipur,Churachandpur,24.30309718875504,93.38671506024085,274,274143,57825,837,13371,1807,6387,42769,6655,97.0
Manipur,Senapati,25.08465586034914,94.03366234413956,272,479148,39834,256,2430,827,1603,33051,1017,94.0
Manipur,Tamenglong,24.98312942238265,93.49450740072204,273,140651,28101,125,1229,495,723,23804,352,94.0
Manipur,Thoubal,24.545392553191498,93.97959893617023,276,422168,104263,880,15994,3141,11574,83390,873,100.0
Manipur,Ukhrul,25.05900314960629,94.44129566929138,279,183998,41890,276,1659,1107,944,32455,2313,94.0
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,294,317917,74216,288,1839,1167,4732,54960,2057,97.0
Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841272,298,825922,215091,5032,41496,15048,7975,93999,59647,101.0
Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,299,395124,83717,510,7150,4790,978,57268,6500,101.0
Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,295,142334,39643,179,482,695,1700,22964,873,95.0
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,293,643291,157945,1630,10006,3589,10923,113504,6163,98.0
Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,296,383461,87131,149,476,1683,922,59459,3555,98.0
Mizoram,Aizawl,23.90781335453101,92.85359459459472,283,400309,100911,4019,64710,9581,16909,40704,38953,101.0
Mizoram,Champhai,23.54166580976866,93.24221799485862,284,125745,31112,186,9115,1237,3135,19196,6021,98.0
Mizoram,Kolasib,24.2020004347826,92.73470391304348,282,83955,22176,367,8787,867,2488,11439,5233,96.0
Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,287,117894,27266,162,5213,631,658,19088,3249,95.0
Mizoram,Lunglei,23.007717036172675,92.63512555425892,286,161428,38794,482,14037,1982,3706,24286,7832,95.0
Mizoram,Mamit,23.73852942502819,92.4330803833147,281,86364,20855,90,4010,565,1619,13786,2921,93.0
Mizoram,Saiha,22.35744801061008,93.02827931034489,288,56574,12827,168,4783,507,337,7767,2970,98.0
Mizoram,Serchhip,23.263864705882344,92.914158496732,285,64937,15490,131,5511,702,1723,9272,3113,98.0
Nagaland,Dimapur,25.814176811594223,93.75074057971014,265,378811,111969,3303,42378,10008,10821,36263,33254,92.0
Nagaland,Kohima,25.60311428571428,93.78600657596373,270,267988,76100,1928,20712,8428,2011,30993,19010,93.0
Nagaland,Mokokchung,26.478911764705888,94.522426006192,262,194622,55278,537,7236,3805,5184,31404,8870,93.0
Nagaland,Mon,26.69207374301676,95.03072988826828,261,250260,51022,178,1080,1007,1571,36498,3623,90.0
Nagaland,Phek,25.63272986577182,94.56814563758392,266,163418,46198,170,2073,1780,838,30943,4878,95.0
Nagaland,Tuensang,26.21104453280316,94.85809880715708,267,196596,50141,155,773,1063,738,33861,4402,93.0
Nagaland,Wokha,26.202611551155112,94.1990815181518,264,166343,46669,198,3228,1592,1713,28312,3203,97.0
Nagaland,Zunheboto,26.028178205128206,94.50026666666668,263,140757,37311,261,1433,2258,1033,25713,3712,98.0
Orissa,Baleshwar,21.48570932311624,87.08085828011933,377,2320529,683594,7370,36478,8591,75401,502635,15734,96.0
Orissa,Bhadrak,20.95262735257214,86.81496204516931,378,1506337,428106,2637,15864,3670,34791,296688,8307,98.0
Orissa,Cuttack,20.407640646029623,85.7776810228802,381,2624470,790297,15046,103177,15494,132934,494043,58873,94.0
Orissa,Dhenkanal,20.79887159353349,85.53226836027711,383,1192811,352369,1810,19846,3533,36224,263641,9666,95.0
Orissa,Gajapati,19.121080882352945,84.14015091911759,389,577817,175145,635,12035,656,8521,119272,7161,104.0
Orissa,Ganjam,19.2632617564534,84.80297710437702,388,3529031,1015394,9049,120191,9066,100866,672524,74534,98.0
Orissa,Jharsuguda,21.827058566978184,83.93581682242987,371,579505,177186,2498,18950,3966,32916,107762,21243,95.0
Orissa,Kalahandi,19.784253092783523,83.1124043814433,395,1576869,494748,1953,17610,3547,34156,382053,10876,100.0
Orissa,Kandhamal,20.092878624813142,84.02216352765326,390,733110,242935,768,6938,1278,11947,156795,9613,104.0
Orissa,Kendrapara,20.606319815982264,86.83763247572003,379,1440361,438243,1628,15879,2686,37980,318778,5112,101.0
Orissa,Khordha,20.054162322274863,85.52234834123229,386,2251673,688729,35701,160277,33514,165342,361364,102422,93.0
Orissa,Koraput,18.82627794779476,82.81278469846964,398,1379647,460128,3988,39631,6922,37192,294487,30413,103.0
Orissa,Malkangiri,18.25227930367506,81.98293636363628,399,613192,183723,448,4738,820,10535,128850,5901,102.0
Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,376,2519738,753589,2950,29031,6279,62502,559038,17104,101.0
Orissa,Nayagarh,20.192895622119817,85.05614700460825,385,962789,288334,1163,11159,2270,24290,219723,7144,92.0
Orissa,Nuapada,20.471309512195116,82.59152536585364,394,610382,209127,757,6414,1346,12482,152129,3851,102.0
Orissa,Puri,19.83509174603177,85.86698989898981,387,1698730,474224,3416,33331,4693,57033,343935,17603,96.0
Orissa,Rayagada,19.292840020060204,83.45860120361095,396,967911,286548,1553,24924,2090,19440,201492,17683,105.0
Orissa,Sambalpur,21.515752380952385,84.34958483245157,372,1041099,315495,5231,33612,5946,47662,212516,27844,98.0
Orissa,Sundargarh,22.06354819277107,84.50524819277099,374,2093437,618062,12787,77581,14641,102703,356607,73640,97.0
Puducherry,Karaikal,10.876161726078813,79.82369793621002,637,200222,69333,1868,28366,2550,19793,33788,12831,105.0
Puducherry,Mahe,12.006420793787758,75.28275021570326,636,41816,12110,574,3632,858,1747,6569,494,118.0
Puducherry,Yanam,16.707695652173904,82.26187304347832,634,55626,15519,207,10399,226,2571,6947,5816,104.0
Punjab,Amritsar,31.548679820627772,74.79883856502238,49,2490656,660953,29961,279993,56185,225063,430041,41576,89.0
Punjab,Bathinda,30.190524611973352,75.05685898004438,46,1388525,355722,11284,118427,36173,106010,235988,21224,87.0
Punjab,Faridkot,30.591187250996025,74.79751553784862,45,617508,158863,4348,62103,15528,51638,109071,6142,89.0
Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842,40,600163,174896,5138,64037,18239,63700,101426,11510,87.0
Punjab,Firozpur,30.63407535211269,74.40245732394365,43,2029074,502390,10042,141899,37105,148610,344538,17695,89.0
Punjab,Gurdaspur,32.04283371212125,75.3204064393939,35,2298323,606348,14428,244468,32484,194705,409745,14231,90.0
